rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,precip_ratio,ponding_hazard,water_contrast,drainage_stress,flood_target
26.57,79.72,3.0,0.26,1.32,0.096,0.08,5.5,3,2,4,2.891,269.415,0.017,0.483,1
0.0,0.0,5.0,0.58,3.41,0.119,0.619,3.5,8,4,3,0.0,139.485,-0.5,0.0,1
0.0,5.84,11.0,0.23,2.07,0.482,0.775,1.5,2,5,8,5.844,268.176,-0.293,0.0,0
6.39,51.11,61.0,1.32,0.66,0.236,0.728,7.0,4,6,4,6.917,27.385,-0.492,0.091,0
0.0,47.13,56.0,0.82,1.23,0.137,0.188,6.0,5,4,5,47.127,47.836,-0.051,0.0,1
20.66,41.32,4.0,0.42,0.71,0.186,0.256,5.0,7,8,3,1.908,184.967,-0.069,0.413,0
40.89,51.39,10.0,0.58,4.28,0.188,0.322,5.5,4,8,6,1.227,132.31,-0.134,0.743,0
0.0,45.78,4.0,1.2,2.11,0.14,0.587,5.0,4,9,5,45.78,74.046,-0.447,0.0,1
22.55,90.21,7.0,0.01,2.14,0.337,0.803,3.0,3,7,5,3.83,845.455,-0.466,0.752,0
12.55,50.19,160.0,0.48,0.02,0.245,0.551,4.5,8,4,5,3.705,0.0,-0.306,0.279,0
8.61,60.27,18.0,0.12,1.84,0.27,0.387,10.0,8,5,4,6.272,379.162,-0.117,0.086,1
0.0,23.04,1.0,0.23,3.27,0.221,0.619,6.5,3,3,3,23.035,298.308,-0.398,0.0,1
0.0,0.0,2.0,0.26,1.44,0.243,0.49,6.5,10,4,4,0.0,272.648,-0.247,0.0,1
0.0,101.6,15.0,0.33,1.79,0.27,0.752,6.0,2,3,5,101.603,198.551,-0.482,0.0,0
0.0,36.17,1.0,0.23,3.42,0.164,0.378,4.5,4,2,5,36.171,298.308,-0.215,0.0,1
0.0,24.64,33.0,0.26,2.08,0.357,0.735,4.0,3,5,4,24.638,186.387,-0.379,0.0,0
15.23,15.23,9.0,0.42,3.05,0.082,0.226,6.0,3,8,3,0.938,175.456,-0.144,0.254,1
10.72,75.03,38.0,0.52,5.62,0.299,0.632,4.5,7,3,4,6.403,100.208,-0.332,0.238,0
8.89,88.89,28.0,0.37,0.51,0.273,0.507,5.5,4,6,5,8.989,154.27,-0.235,0.162,0
10.9,76.29,12.0,0.16,2.41,0.145,0.023,5.5,4,3,2,6.412,333.139,0.121,0.198,1
10.52,105.16,4.0,0.01,4.12,0.26,0.318,1.0,5,3,4,9.132,872.727,-0.058,1.052,1
0.0,30.55,10.0,0.12,6.63,0.356,0.772,4.0,7,4,5,30.552,416.79,-0.416,0.0,0
8.77,87.72,5.0,0.33,3.86,0.243,0.467,4.0,5,5,4,8.977,221.78,-0.223,0.219,1
11.99,83.91,24.0,0.26,0.86,0.25,0.316,2.5,6,9,2,6.461,211.487,-0.066,0.479,1
0.0,0.0,10.0,0.84,1.01,0.371,0.528,4.5,7,2,7,0.0,95.314,-0.158,0.0,0
11.32,67.92,240.0,1.24,8.63,0.275,0.276,2.0,3,2,6,5.513,0.0,-0.001,0.566,0
8.72,87.18,18.0,1.0,3.78,0.228,0.746,6.0,6,3,6,8.971,74.67,-0.518,0.145,0
0.0,0.0,11.0,0.26,5.88,0.069,0.394,6.5,5,3,4,0.0,247.688,-0.325,0.0,1
0.0,32.89,8.0,0.16,1.09,0.06,-0.079,4.5,5,8,6,32.89,348.013,0.139,0.0,1
0.0,5.12,25.0,0.84,1.44,0.453,0.76,7.5,10,4,5,5.122,79.92,-0.307,0.0,0
0.0,124.46,28.0,0.58,0.75,0.26,0.746,5.5,9,6,8,124.461,105.9,-0.486,0.0,0
8.94,62.61,36.0,0.37,8.09,0.201,0.518,3.0,3,2,6,6.296,137.133,-0.316,0.298,1
0.0,61.34,126.0,6.88,2.8,0.311,0.802,5.0,5,6,3,61.344,0.0,-0.491,0.0,0
30.28,75.69,1.0,0.26,4.32,0.104,0.172,5.0,5,2,5,2.42,274.999,-0.068,0.606,1
13.34,32.14,4.0,0.37,4.48,0.027,0.619,2.0,6,5,2,2.242,205.701,-0.592,0.667,1
0.0,34.46,6.0,0.23,4.73,0.257,0.585,5.0,5,2,5,34.463,283.242,-0.328,0.0,0
0.0,0.0,24.0,4.06,7.04,0.186,0.548,6.0,6,5,7,0.0,18.258,-0.362,0.0,0
9.33,83.98,11.0,0.23,10.18,0.33,0.075,5.0,7,5,5,8.129,268.176,0.255,0.187,1
42.55,55.35,5.0,0.91,1.4,0.245,0.664,3.0,3,2,3,1.271,94.359,-0.418,1.418,0
9.14,91.43,5.0,0.33,0.4,0.258,0.53,5.0,5,2,6,9.014,221.767,-0.272,0.183,1
51.68,103.36,319.0,0.01,3.59,0.058,0.686,7.0,6,6,6,1.962,0.0,-0.628,0.738,0
14.11,70.54,4.0,0.33,0.4,0.186,0.238,5.0,1,9,3,4.669,224.018,-0.053,0.282,0
0.0,0.0,6.0,0.78,7.66,0.25,0.638,7.0,1,2,6,0.0,106.796,-0.388,0.0,0
0.0,0.0,57.0,2.12,2.55,0.235,0.762,4.5,4,2,6,0.0,19.346,-0.527,0.0,0
0.0,0.0,4.0,0.37,3.28,0.181,0.619,6.0,4,5,1,0.0,205.676,-0.439,0.0,1
21.38,74.84,10.0,0.37,0.85,0.396,0.879,5.0,5,2,5,3.344,192.732,-0.483,0.428,0
19.6,78.42,27.0,0.94,1.89,0.255,0.362,4.5,4,5,4,3.806,70.293,-0.107,0.436,0
11.01,88.06,12.0,0.66,1.84,0.298,0.354,7.0,1,1,3,7.334,116.31,-0.056,0.157,1
37.15,37.15,5.0,0.01,7.49,-0.183,-0.148,5.5,5,9,4,0.974,863.636,-0.035,0.676,1
29.5,29.5,10.0,0.12,4.23,0.059,0.141,4.5,8,5,5,0.967,416.79,-0.082,0.655,1
14.7,58.82,0.0,0.23,6.38,0.219,0.456,6.0,3,3,4,3.745,301.105,-0.237,0.245,1
21.53,43.72,88.0,0.91,3.59,0.403,0.815,2.0,2,2,2,1.941,11.922,-0.413,1.076,0
12.46,87.22,29.0,0.48,0.02,0.195,0.45,3.5,5,6,2,6.48,122.64,-0.255,0.356,0
31.73,52.88,363.0,2.93,1.53,0.211,0.778,5.5,3,4,5,1.616,0.0,-0.567,0.577,0
12.49,87.44,13.0,0.26,9.88,0.412,0.827,3.5,3,2,3,6.481,242.016,-0.415,0.357,0
0.0,23.27,20.0,1.31,0.27,0.426,0.762,6.0,4,6,7,23.274,56.646,-0.335,0.0,0
10.53,84.23,12.0,0.01,2.14,0.302,0.418,7.5,4,5,7,7.306,800.0,-0.116,0.14,1
0.0,0.0,6.0,0.12,6.21,0.391,0.519,2.5,5,4,3,0.0,434.23,-0.128,0.0,0
20.66,41.32,5.0,0.12,3.23,0.171,0.306,5.0,7,3,5,1.908,439.122,-0.135,0.413,1
0.0,54.87,10.0,0.35,1.44,0.067,0.08,5.5,3,4,4,54.872,200.98,-0.012,0.0,1
0.0,0.0,41.0,0.59,3.41,0.204,0.511,8.0,2,3,5,0.0,85.353,-0.307,0.0,0
0.0,34.89,17.0,0.68,1.87,0.458,0.852,7.5,3,3,4,34.889,106.935,-0.395,0.0,0
9.24,46.2,61.0,2.65,1.75,0.353,0.765,8.0,4,10,3,4.512,14.184,-0.413,0.116,0
0.0,33.31,4.0,0.47,0.27,0.047,0.619,6.0,6,3,5,33.31,169.834,-0.572,0.0,1
0.0,32.01,7.0,0.52,3.72,0.296,0.762,4.0,1,7,5,32.015,150.285,-0.466,0.0,0
0.0,56.67,83.0,2.09,1.62,0.287,0.845,5.0,3,5,5,56.666,7.759,-0.558,0.0,0
0.0,0.0,6.0,0.88,0.73,0.123,0.595,7.5,4,5,4,0.0,95.572,-0.472,0.0,0
10.52,105.16,9.0,0.01,7.78,0.259,0.577,4.5,3,5,4,9.132,827.273,-0.319,0.234,0
0.0,0.0,2.0,0.35,0.56,0.126,0.342,4.5,6,6,3,0.0,218.06,-0.216,0.0,1
34.36,45.38,4.0,0.23,2.13,0.144,0.475,6.0,4,7,6,1.283,289.269,-0.331,0.573,1
0.0,23.08,721.0,3.79,1.0,0.085,0.402,9.5,3,4,10,23.079,0.0,-0.317,0.0,0
0.0,54.7,3.0,0.26,1.44,0.143,0.619,4.5,6,2,2,54.695,269.93,-0.476,0.0,1
26.57,79.72,2.0,0.12,5.41,0.184,0.118,4.5,7,6,5,2.891,452.902,0.066,0.591,1
9.77,68.36,47.0,1.51,0.92,0.327,0.854,6.0,5,4,7,6.35,32.974,-0.527,0.163,0
47.31,62.2,20.0,0.58,0.52,0.226,0.395,5.0,1,7,4,1.288,117.614,-0.169,0.946,0
26.33,70.22,126.0,0.42,2.48,0.281,0.632,3.5,6,5,4,2.569,0.0,-0.35,0.752,0
0.0,31.81,754.0,1.51,6.39,0.306,0.539,5.0,7,3,10,31.805,0.0,-0.234,0.0,0
0.0,65.15,104.0,0.88,0.73,0.205,0.496,4.0,1,4,8,65.153,0.0,-0.29,0.0,0
0.0,23.86,6.0,0.46,10.89,0.161,-0.034,6.0,1,5,5,23.857,166.514,0.194,0.0,1
0.0,0.0,0.0,0.37,0.84,0.072,0.619,4.5,7,5,6,0.0,213.709,-0.547,0.0,1
0.0,0.0,25.0,0.71,5.92,0.215,0.656,5.0,5,3,3,0.0,93.137,-0.441,0.0,0
10.53,84.23,11.0,0.23,5.21,0.316,0.458,7.5,4,2,5,7.306,267.712,-0.142,0.14,1
0.0,45.6,12.0,0.59,1.31,0.063,0.192,7.0,6,8,7,45.597,127.315,-0.129,0.0,0
22.67,68.0,6.0,0.52,2.56,0.25,0.557,7.0,5,4,6,2.873,151.882,-0.308,0.324,1
6.8,47.57,173.0,0.26,0.63,0.295,0.805,3.5,7,4,5,6.102,0.0,-0.51,0.194,0
0.0,44.74,3.0,0.12,4.27,0.09,0.025,5.5,9,6,3,44.741,448.558,0.065,0.0,1
20.06,20.06,12.0,0.59,7.24,0.056,-0.008,4.5,9,5,4,0.953,127.072,0.064,0.446,1
0.0,12.86,17.0,0.26,3.08,0.464,0.762,4.5,7,10,5,12.864,231.004,-0.298,0.0,0
0.0,35.63,1.0,0.35,0.56,0.035,0.619,6.0,3,4,1,35.625,220.66,-0.584,0.0,1
0.0,47.12,19.0,0.58,0.05,0.249,0.384,6.0,2,4,10,47.115,119.058,-0.134,0.0,0
10.79,86.3,18.0,0.71,1.24,0.277,0.614,7.0,4,8,6,7.321,101.836,-0.336,0.154,0
6.67,40.33,6.0,0.35,1.35,0.031,0.051,6.0,4,5,8,5.261,209.913,-0.02,0.111,1
0.0,0.0,5.0,0.01,2.14,0.117,0.397,7.5,3,3,7,0.0,863.636,-0.279,0.0,0
6.32,56.92,23.0,0.26,3.66,0.202,0.678,3.0,9,4,6,7.771,213.925,-0.476,0.211,0
0.0,0.0,5.0,0.33,0.4,0.025,0.492,2.0,4,9,3,0.0,221.722,-0.467,0.0,1
0.0,0.0,19.0,0.33,2.94,0.437,0.594,4.5,2,6,6,0.0,188.948,-0.157,0.0,0
0.0,47.93,19.0,0.35,0.34,0.376,0.762,4.0,3,1,1,47.93,180.882,-0.386,0.0,0
8.16,40.78,1.0,0.35,3.78,0.198,0.646,3.0,4,5,3,4.454,220.465,-0.448,0.272,1
8.28,74.53,4.0,0.52,6.3,0.014,0.066,2.5,4,3,5,8.03,155.162,-0.051,0.331,0
5.21,31.23,6.0,0.37,0.29,0.142,0.364,5.5,6,7,3,5.033,201.386,-0.222,0.095,1
0.0,0.0,24.0,0.82,6.39,0.241,0.596,6.5,7,6,3,0.0,82.472,-0.355,0.0,0
0.0,0.0,1417.0,5.35,1.03,0.216,0.827,5.0,3,5,2,0.0,0.0,-0.611,0.0,0
0.0,29.85,319.0,0.01,3.8,0.021,0.614,4.0,10,3,4,29.85,0.0,-0.592,0.0,0
30.44,45.66,12.0,0.82,1.04,0.201,0.536,9.0,9,6,5,1.452,95.503,-0.336,0.338,0
26.59,106.37,12.0,0.23,3.88,0.418,0.821,4.5,5,5,5,3.855,264.951,-0.403,0.591,0
8.7,78.29,5.0,0.59,1.06,0.311,0.424,2.5,8,3,6,8.072,137.159,-0.113,0.348,1
8.04,80.38,5.0,0.35,3.89,0.169,0.558,2.5,4,1,6,8.894,212.146,-0.389,0.322,1
21.41,85.62,100.0,4.69,0.41,0.306,0.748,4.5,7,8,3,3.821,0.0,-0.443,0.476,0
20.68,48.84,3.0,0.16,4.0,0.226,0.458,3.0,5,3,7,2.252,367.245,-0.232,0.689,1
7.21,21.63,0.0,0.01,1.04,-0.028,0.619,4.5,9,2,4,2.635,909.091,-0.647,0.16,0
10.39,31.16,425.0,0.99,0.1,0.113,0.304,4.5,5,4,4,2.737,0.0,-0.191,0.231,1
8.34,75.03,10.0,0.01,5.52,0.337,0.202,4.0,4,5,4,8.036,818.182,0.135,0.208,1
13.68,68.38,8.0,0.52,1.19,0.227,0.421,8.5,3,2,5,4.659,148.341,-0.194,0.161,0
14.35,14.35,4.0,0.12,4.99,0.051,0.619,6.0,10,8,7,0.935,444.576,-0.569,0.239,1
34.09,45.55,6.0,0.26,3.42,0.18,0.479,5.0,4,6,3,1.298,261.577,-0.299,0.682,1
11.04,88.32,25.0,0.37,1.2,0.29,0.672,7.5,7,7,7,7.336,160.7,-0.381,0.147,0
22.83,45.65,4.0,0.33,5.55,0.016,0.619,6.5,1,5,8,1.916,224.065,-0.603,0.351,1
30.36,30.36,8.0,0.01,7.84,-0.066,-0.153,5.0,9,6,6,0.968,836.364,0.087,0.607,1
9.67,87.04,34.0,0.58,0.39,0.222,0.679,5.5,5,5,6,8.157,96.96,-0.457,0.176,0
0.0,19.61,18.0,0.35,2.91,0.441,0.771,4.0,2,5,6,19.606,183.115,-0.33,0.0,0
0.0,21.41,98.0,0.01,3.75,-0.186,0.173,3.5,5,10,5,21.414,18.182,-0.359,0.0,1
0.0,113.28,16.0,0.16,1.09,0.222,0.59,5.5,5,5,8,113.281,318.117,-0.367,0.0,0
5.5,5.5,123.0,1.64,2.28,0.19,0.483,4.0,6,7,8,0.846,0.0,-0.293,0.137,0
0.0,44.74,8.0,0.74,1.96,0.131,0.37,6.0,7,8,2,44.741,109.12,-0.239,0.0,1
0.0,52.94,12.0,1.42,2.74,0.228,0.792,3.5,4,5,4,52.939,58.07,-0.564,0.0,0
0.0,64.66,123.0,0.58,0.05,0.222,0.808,5.5,6,7,5,64.659,0.0,-0.586,0.0,0
0.0,22.94,63.0,0.42,0.72,0.479,0.731,2.5,6,5,2,22.936,71.406,-0.251,0.0,0
0.0,33.24,8.0,0.12,6.32,0.139,0.29,2.5,5,1,3,33.241,426.052,-0.15,0.0,0
0.0,37.29,6.0,0.26,1.04,0.429,0.805,6.5,4,3,4,37.287,261.625,-0.376,0.0,0
7.05,43.71,7.0,0.46,0.46,0.276,0.7,1.0,9,6,6,5.429,164.971,-0.425,0.705,0
43.1,55.15,8.0,0.26,6.18,0.204,0.485,6.0,5,6,9,1.251,255.766,-0.281,0.718,1
8.58,77.26,15.0,0.59,2.29,0.245,0.447,4.0,5,3,4,8.061,122.974,-0.202,0.215,0
9.68,67.78,53.0,1.45,0.74,0.302,0.708,6.0,10,6,9,6.345,30.262,-0.406,0.161,0
13.37,66.87,0.0,0.23,1.15,0.134,0.159,3.5,3,10,7,4.652,301.321,-0.025,0.382,0
31.29,156.45,1309.0,2.86,3.89,0.385,0.867,3.0,6,6,10,4.845,0.0,-0.482,1.043,0
0.0,12.95,2.0,0.12,9.74,0.051,0.619,3.5,5,3,7,12.945,453.838,-0.568,0.0,1
8.76,52.53,1.0,0.01,2.14,0.117,0.619,5.5,5,7,3,5.385,900.0,-0.502,0.159,1
0.0,6.67,1.0,0.12,6.67,0.068,0.619,3.0,3,4,4,6.671,458.469,-0.551,0.0,1
36.76,73.52,0.0,0.01,6.17,0.116,0.619,4.0,4,5,5,1.947,909.091,-0.503,0.919,1
10.04,50.19,64.0,0.68,2.24,0.289,0.525,4.5,5,4,7,4.547,46.309,-0.236,0.223,1
21.49,75.2,8.0,0.35,1.03,0.134,0.329,3.5,3,3,4,3.344,205.104,-0.195,0.614,1
29.56,29.56,2.0,0.23,1.92,0.081,0.619,3.5,8,2,2,0.967,294.75,-0.538,0.845,1
0.0,82.9,5.0,0.46,1.5,0.181,0.652,5.0,4,8,3,82.904,168.519,-0.471,0.0,0
0.0,51.01,8.0,0.82,1.43,0.219,0.619,4.5,4,4,3,51.012,100.027,-0.4,0.0,1
8.34,75.03,5.0,0.01,3.24,0.222,0.082,4.5,10,7,4,8.036,863.636,0.14,0.185,1
0.0,44.99,153.0,0.7,2.67,0.134,0.488,5.5,3,5,1,44.993,0.0,-0.354,0.0,0
38.85,38.85,8.0,0.26,0.63,0.158,0.237,5.0,7,5,1,0.975,256.015,-0.079,0.777,1
9.68,32.97,11.0,0.16,3.67,0.521,0.861,4.0,4,3,6,3.087,336.94,-0.34,0.242,0
26.57,79.72,2.0,0.23,0.96,0.089,0.019,7.5,8,7,9,2.891,294.498,0.07,0.354,1
15.95,79.74,1.0,0.16,1.78,0.1,0.12,5.0,4,4,3,4.705,374.63,-0.02,0.319,1
10.85,75.92,33.0,0.52,0.34,0.328,0.501,5.0,7,10,1,6.409,108.144,-0.173,0.217,0
19.22,19.22,5.0,0.01,6.29,-0.192,-0.141,5.5,4,3,4,0.951,863.636,-0.051,0.349,1
17.4,17.4,7.0,0.16,3.78,0.08,0.257,9.5,6,7,7,0.946,352.042,-0.177,0.183,1
18.09,45.22,148.0,0.12,2.76,0.205,0.45,6.0,5,3,3,2.369,0.0,-0.245,0.301,0
29.78,89.34,10.0,0.23,0.97,0.326,0.729,5.5,2,6,2,2.903,271.189,-0.403,0.541,0
13.37,66.87,17.0,0.68,2.24,0.193,0.189,2.0,4,1,3,4.652,106.862,0.003,0.669,0
0.0,15.91,2.0,0.12,3.45,0.097,0.619,4.0,5,5,2,15.906,452.945,-0.522,0.0,1
21.5,85.99,3.0,0.01,4.02,0.248,0.719,7.0,7,7,3,3.822,881.818,-0.471,0.307,1
12.11,24.23,41.0,0.23,5.93,0.23,0.72,2.0,3,10,7,1.847,177.78,-0.49,0.606,0
8.72,31.76,15.0,1.23,2.35,0.35,0.694,6.0,7,6,3,3.266,63.717,-0.344,0.145,0
11.15,33.77,2.0,0.84,0.27,0.319,0.619,2.5,8,6,5,2.78,104.568,-0.3,0.446,1
0.0,65.7,9.0,0.35,0.34,0.077,0.472,7.0,7,1,5,65.697,203.214,-0.395,0.0,1
0.0,0.0,17.0,0.26,10.44,0.201,0.721,5.5,7,6,6,0.0,230.67,-0.52,0.0,0
0.0,65.73,179.0,3.18,5.6,0.191,0.531,3.0,2,4,3,65.73,0.0,-0.34,0.0,0
11.49,68.92,14.0,0.23,0.97,0.184,0.469,5.5,4,4,5,5.519,258.705,-0.285,0.209,1
0.0,0.0,6.0,0.48,2.76,0.023,0.619,6.0,4,2,10,0.0,162.295,-0.596,0.0,1
0.0,0.0,319.0,0.01,5.01,-0.008,0.11,3.0,7,3,6,0.0,0.0,-0.117,0.0,0
26.5,106.01,18.0,0.42,0.16,0.436,0.842,5.5,5,9,5,3.855,158.203,-0.406,0.482,0
0.0,0.0,5.0,0.35,0.34,-0.0,0.619,6.0,10,3,5,0.0,212.146,-0.619,0.0,1
22.04,66.13,4.0,0.46,1.66,0.024,0.619,2.5,5,3,6,2.87,170.293,-0.595,0.882,1
0.0,43.94,1440.0,1.14,1.53,0.212,0.74,4.0,4,7,4,43.939,0.0,-0.529,0.0,0
0.0,10.66,319.0,0.66,1.82,0.153,0.42,3.0,8,5,2,10.659,0.0,-0.267,0.0,0
0.0,0.0,124.0,2.59,2.78,0.135,0.846,5.5,4,2,7,0.0,0.0,-0.71,0.0,0
0.0,0.0,5.0,0.16,2.47,0.331,0.556,2.5,7,5,8,0.0,359.399,-0.225,0.0,0
22.83,45.65,4.0,0.23,3.07,0.066,0.619,7.5,10,7,6,1.916,288.614,-0.554,0.304,1
0.0,0.0,9.0,0.42,1.66,0.191,0.318,5.5,4,8,3,0.0,175.579,-0.127,0.0,0
11.8,40.59,16.0,0.26,6.61,0.206,0.384,4.5,3,5,4,3.172,233.765,-0.178,0.262,0
13.34,32.14,5.0,0.48,6.75,-0.029,0.619,3.5,8,2,3,2.242,164.086,-0.649,0.381,1
0.0,36.85,39.0,0.91,0.3,0.316,0.334,5.5,5,5,7,36.853,60.62,-0.018,0.0,0
0.0,10.43,0.0,0.01,2.37,0.088,0.619,6.5,5,5,7,10.432,909.091,-0.531,0.0,0
8.97,44.83,50.0,0.7,0.65,0.207,0.343,2.0,4,3,6,4.498,62.687,-0.136,0.448,1
10.61,106.07,6.0,0.48,0.02,0.261,0.197,6.0,4,3,6,9.138,162.297,0.064,0.177,1
49.1,61.8,21.0,0.84,0.27,0.262,0.619,4.5,3,8,6,1.233,84.342,-0.356,1.091,0
0.0,11.13,5.0,0.23,4.94,0.105,0.619,6.5,4,4,9,11.133,286.255,-0.514,0.0,1
4.09,32.71,2.0,0.37,1.29,0.097,0.164,5.0,1,3,9,6.428,209.446,-0.067,0.082,1
0.0,38.15,18.0,0.42,0.56,0.163,0.698,4.0,5,4,3,38.152,158.061,-0.535,0.0,0
23.13,57.54,319.0,0.01,4.09,-0.01,0.294,2.5,4,7,3,2.385,0.0,-0.303,0.925,0
0.0,38.06,6.0,0.26,2.02,0.322,0.838,7.0,5,1,3,38.059,261.117,-0.517,0.0,0
8.9,53.39,20.0,0.46,5.71,0.197,0.521,8.0,7,5,9,5.394,141.681,-0.323,0.111,0
24.19,108.87,56.0,1.47,0.73,0.425,0.819,4.5,7,6,10,4.321,28.091,-0.394,0.538,0
7.18,53.09,151.0,3.83,0.7,0.221,0.603,5.0,3,3,4,6.486,0.0,-0.381,0.144,0
5.53,60.84,73.0,2.35,0.6,0.205,0.562,7.5,3,4,5,9.316,11.015,-0.356,0.074,0
57.9,70.67,6.0,0.71,12.45,0.146,0.352,4.5,3,5,2,1.2,116.737,-0.206,1.287,1
0.0,30.47,4.0,0.96,2.27,0.291,0.459,5.5,7,2,3,30.47,90.908,-0.168,0.0,0
0.0,44.3,81.0,0.78,0.45,0.285,0.836,5.5,3,4,8,44.305,21.636,-0.551,0.0,0
0.0,60.94,6.0,0.12,2.69,0.05,0.09,6.5,2,6,4,60.941,434.707,-0.04,0.0,1
13.37,66.87,1.0,0.12,2.75,0.115,0.086,10.0,1,5,5,4.652,457.503,0.03,0.134,1
0.0,0.0,0.0,0.82,1.04,-0.137,0.619,6.5,2,2,7,0.0,108.717,-0.756,0.0,0
19.66,19.66,20.0,0.23,3.14,0.385,0.814,5.0,4,3,2,0.952,240.676,-0.429,0.393,0
14.4,43.2,4.0,0.01,2.55,0.187,0.539,4.5,7,2,6,2.805,872.727,-0.351,0.32,1
0.0,15.37,7.0,0.16,3.04,0.389,0.75,2.0,6,7,2,15.368,351.953,-0.361,0.0,0
0.0,63.23,5.0,0.35,1.25,0.076,0.118,5.5,6,5,8,63.226,211.715,-0.042,0.0,1
10.52,63.13,916.0,7.34,1.37,0.182,0.176,3.0,3,4,6,5.479,0.0,0.006,0.351,0
4.09,32.71,5.0,0.58,0.39,0.245,0.428,6.5,7,3,7,6.428,139.611,-0.183,0.063,0
0.0,17.05,11.0,0.52,0.35,0.031,0.182,2.5,6,5,4,17.048,143.844,-0.15,0.0,1
11.73,82.12,12.0,0.88,2.68,0.25,0.356,5.0,6,5,5,6.45,89.37,-0.105,0.235,0
0.0,0.0,17.0,0.81,0.18,0.326,0.789,3.0,4,7,5,0.0,90.9,-0.463,0.0,0
0.0,0.0,55.0,1.23,6.33,0.409,0.841,5.5,2,6,10,0.0,33.722,-0.431,0.0,0
6.67,40.33,5.0,0.01,4.73,-0.025,0.185,4.0,7,4,4,5.261,863.636,-0.21,0.167,1
17.92,71.67,4.0,0.23,0.74,-0.003,0.619,6.0,5,3,6,3.789,289.269,-0.622,0.299,1
0.0,0.0,0.0,0.01,1.04,-0.05,0.619,5.5,4,9,5,0.0,909.091,-0.669,0.0,0
17.4,17.4,9.0,0.12,1.44,0.095,0.255,7.0,3,6,3,0.946,420.832,-0.159,0.249,1
0.0,45.67,4.0,0.12,5.49,0.171,0.436,5.0,4,8,4,45.669,444.576,-0.266,0.0,1
10.61,106.07,9.0,1.31,0.11,0.264,0.544,5.0,4,5,4,9.138,64.396,-0.28,0.212,0
0.0,0.0,19.0,0.26,1.19,0.357,0.715,6.5,1,7,2,0.0,225.333,-0.357,0.0,0
0.0,17.54,18.0,0.23,0.97,0.163,0.478,6.0,7,5,5,17.544,247.084,-0.315,0.0,0
20.81,20.81,8.0,0.35,0.75,0.093,-0.081,9.0,6,7,7,0.954,205.447,0.174,0.231,1
0.0,10.43,0.0,0.47,1.23,0.079,0.619,10.0,6,4,5,10.432,176.85,-0.54,0.0,1
54.61,54.61,4.0,0.48,0.25,0.11,0.619,2.5,9,3,4,0.982,166.071,-0.509,2.184,1
58.67,71.93,6.0,0.37,0.51,0.193,0.544,4.5,4,5,5,1.205,201.103,-0.352,1.304,1
8.53,76.76,10.0,0.16,1.65,0.17,0.645,4.5,4,7,2,8.056,340.728,-0.475,0.19,1
8.52,59.61,5.0,0.01,3.32,0.317,0.263,3.5,5,6,4,6.264,863.636,0.054,0.243,1
0.0,24.04,9.0,0.33,1.65,0.06,0.066,5.0,3,6,9,24.042,212.455,-0.007,0.0,1
0.0,101.62,338.0,3.66,2.65,0.224,0.788,3.5,6,4,3,101.616,0.0,-0.563,0.0,0
0.0,0.0,98.0,1.42,6.05,0.227,0.58,4.0,1,8,4,0.0,1.318,-0.353,0.0,0
38.17,49.33,158.0,1.4,1.87,0.281,0.662,3.5,4,3,5,1.259,0.0,-0.382,1.091,0
7.7,69.32,5.0,0.01,2.55,0.295,0.389,5.0,7,8,6,7.966,863.636,-0.094,0.154,1
0.0,30.43,369.0,1.92,4.53,0.319,0.813,7.0,4,6,8,30.428,0.0,-0.494,0.0,0
0.0,65.7,9.0,0.23,2.19,0.031,-0.02,4.5,6,4,5,65.697,274.203,0.05,0.0,1
12.26,44.84,6.0,0.12,7.59,0.245,0.619,3.0,3,4,3,3.381,434.805,-0.374,0.409,1
8.94,89.42,12.0,0.26,0.63,0.234,0.653,4.0,7,2,4,8.994,244.577,-0.419,0.224,0
36.3,108.89,15.0,0.42,0.16,0.345,0.842,6.0,7,7,5,2.92,163.983,-0.497,0.605,0
13.14,65.72,4.0,0.12,2.76,0.007,-0.044,4.0,3,7,5,4.647,444.576,0.051,0.329,1
51.11,51.11,0.0,0.01,2.55,0.09,0.323,5.5,3,4,6,0.981,909.091,-0.233,0.929,1
11.9,59.5,9.0,0.12,3.61,0.165,0.509,7.0,6,10,5,4.612,421.421,-0.344,0.17,0
0.0,51.65,7.0,0.58,5.17,0.024,0.07,6.5,3,3,3,51.655,136.634,-0.047,0.0,1
0.0,6.52,10.0,0.37,5.59,0.476,0.739,4.0,3,6,6,6.524,192.811,-0.263,0.0,0
19.45,97.23,9.0,0.37,6.84,0.134,0.334,6.0,6,6,3,4.755,194.429,-0.201,0.324,0
0.0,0.0,2.0,0.26,1.04,0.253,0.447,7.5,3,5,6,0.0,272.652,-0.194,0.0,1
31.63,31.63,20.0,0.26,4.27,0.383,0.716,5.5,2,6,4,0.969,222.618,-0.333,0.575,0
46.32,46.32,11.0,0.23,1.92,0.259,0.595,5.5,4,3,5,0.979,268.176,-0.336,0.842,1
41.52,54.2,10.0,0.23,1.66,-0.083,0.002,5.5,5,4,6,1.275,270.698,-0.085,0.755,1
22.82,103.22,6.0,0.01,3.24,0.015,0.271,6.0,5,2,4,4.334,854.545,-0.256,0.38,1
