rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,flow_accumulation,roughness,flood_probability,flood_target
14.7,58.82,12.0,1.4,3.05,0.333,0.693,6.5,4,4,3,10.0,0.06,0.2831,0
0.0,0.0,8.0,0.42,1.98,0.193,0.282,2.0,3,4,7,1.0,0.06,0.1462,0
23.35,70.06,418.0,5.9,0.8,0.145,0.514,5.5,7,4,5,1.0,0.06,0.2346,0
11.73,82.12,23.0,0.26,0.63,0.274,0.496,4.0,9,2,10,1.0,0.06,0.3587,0
17.71,17.71,458.0,4.38,0.56,0.344,0.815,5.0,3,3,5,1.0,0.06,0.1196,0
0.0,0.0,9.0,0.46,0.27,0.249,0.647,8.0,5,4,6,1.0,0.06,0.1524,0
0.0,0.0,5.0,0.0,8.51,0.078,0.148,5.5,9,7,5,2.0,0.013,0.2433,1
33.56,33.56,22.0,0.0,9.2,0.168,0.406,4.5,7,6,7,1.0,0.06,0.3735,1
10.58,52.91,84.0,2.96,0.31,0.309,0.716,4.5,8,1,7,1.0,0.06,0.2451,0
0.0,28.95,98.0,0.12,5.82,0.002,0.538,5.5,3,4,5,1.0,0.06,0.1664,1
0.0,60.54,10.0,0.42,0.97,0.359,0.712,5.0,6,8,4,2.0,0.06,0.2561,0
6.84,54.74,67.0,1.78,0.98,0.267,0.585,4.0,1,2,6,1.0,0.06,0.1825,0
6.84,54.74,73.0,1.16,0.23,0.256,0.528,6.0,2,3,3,1.0,0.1,0.1843,0
12.38,33.9,6.0,0.23,3.74,0.337,0.686,4.0,3,8,7,1.0,0.06,0.2302,0
0.0,60.54,4.0,0.33,3.06,0.195,0.65,7.0,7,6,5,1.0,0.06,0.2881,1
10.31,61.85,13.0,0.12,2.45,0.311,0.736,4.0,10,10,2,1.0,0.06,0.3484,0
0.0,0.0,31.0,0.33,2.05,0.373,0.693,7.0,1,2,4,1.0,0.06,0.1244,0
0.0,50.16,173.0,1.56,0.02,0.339,0.74,6.0,3,6,5,1.0,0.06,0.1335,0
25.0,99.99,10.0,2.33,1.77,0.246,0.766,6.5,2,5,6,1.0,0.013,0.3606,0
16.75,117.23,22.0,0.23,2.49,0.296,0.442,4.0,4,3,7,1.0,0.06,0.3992,0
5.34,21.34,1267.0,0.91,1.46,0.258,0.25,5.5,5,3,3,1.0,0.06,0.1223,0
0.0,13.07,5.0,0.42,3.93,0.028,0.078,5.5,6,4,5,1.0,0.06,0.2017,1
0.0,77.09,127.0,0.96,3.25,0.19,0.091,5.0,1,7,2,1.0,0.06,0.1867,0
10.14,60.82,17.0,0.12,3.92,0.377,0.835,3.5,3,4,7,1.0,0.1,0.2667,0
12.51,75.06,6.0,0.37,7.85,0.413,0.627,5.5,4,6,1,1.0,0.06,0.3551,0
0.0,30.49,880.0,3.01,0.98,0.437,0.674,5.5,2,7,6,1.0,0.013,0.1038,0
0.0,0.0,11.0,0.23,0.74,0.313,0.453,4.0,5,5,1,1.0,0.06,0.154,0
0.0,58.46,31.0,0.26,2.91,0.234,0.698,4.5,3,2,6,1.0,0.013,0.2225,0
0.0,52.49,33.0,2.5,0.87,0.178,0.49,4.5,5,6,5,1.0,0.06,0.2185,0
0.0,0.0,25.0,2.89,5.48,0.362,0.768,4.0,7,4,2,1.0,0.1,0.1922,0
0.0,16.01,136.0,2.08,0.34,0.223,0.651,8.0,5,5,4,1.0,0.06,0.1251,0
9.79,88.15,12.0,0.52,12.75,0.255,0.446,6.0,6,4,3,1.0,0.06,0.447,1
8.89,88.89,29.0,0.58,1.62,0.326,0.643,6.5,4,6,6,1.0,0.06,0.3028,0
8.61,60.27,24.0,0.52,1.73,0.293,0.776,4.5,7,4,3,4.0,0.06,0.2879,0
17.99,107.91,27.0,0.37,8.45,0.272,0.512,7.5,9,4,4,1.0,0.06,0.511,0
0.0,55.02,1.0,0.26,7.76,0.082,0.23,5.5,10,8,5,1.0,0.06,0.3591,1
26.46,26.46,11.0,0.42,0.85,-0.05,0.034,3.5,3,3,4,1.0,0.06,0.2281,1
26.78,53.56,362.0,5.55,5.71,0.239,0.759,6.0,7,4,6,1.0,0.06,0.2507,0
29.5,29.5,14.0,0.33,0.62,0.364,0.714,6.5,3,4,5,3.0,0.1,0.2371,0
0.0,3.79,101.0,4.57,5.02,0.502,0.812,2.0,6,4,6,1.0,0.1,0.1536,0
42.04,42.04,25.0,0.12,1.84,0.314,0.715,5.5,2,3,2,1.0,0.06,0.2832,0
20.89,83.57,18.0,0.16,3.32,0.186,0.732,6.0,10,7,6,1.0,0.06,0.4347,0
10.58,52.91,52.0,1.04,2.82,0.328,0.368,7.0,6,2,6,3.0,0.06,0.2596,0
7.64,84.09,4.0,0.59,2.86,0.261,0.371,8.5,2,7,3,4.0,0.06,0.2909,1
32.61,86.96,31.0,1.26,0.06,0.294,0.18,9.5,8,5,5,1.0,0.1,0.4099,0
16.62,49.86,172.0,0.91,4.05,0.249,0.618,7.5,5,3,7,2.0,0.1,0.2031,0
0.0,37.76,51.0,0.84,7.37,0.309,0.773,3.5,7,5,10,2.0,0.06,0.2524,0
0.0,40.0,8.0,0.0,3.4,-0.028,-0.124,6.5,1,5,4,1.0,0.1,0.1893,1
0.0,0.0,5.0,0.0,10.03,0.136,0.331,5.5,5,8,3,1.0,0.013,0.2119,0
0.0,46.96,107.0,2.28,0.99,0.387,0.789,4.0,10,9,4,1.0,0.06,0.2239,0
26.5,106.01,15.0,0.35,3.35,0.357,0.819,4.5,5,10,5,1.0,0.06,0.4333,0
7.5,59.97,8.0,0.46,0.97,0.333,0.232,2.5,10,6,4,1.0,0.06,0.3262,1
42.88,52.69,12.0,2.3,2.11,0.267,0.683,5.0,4,4,6,1.0,0.06,0.3434,0
0.0,29.88,28.0,0.16,1.5,0.457,0.765,4.0,2,2,2,4.0,0.06,0.1645,0
17.99,107.93,15.0,0.47,4.32,0.216,0.406,4.0,7,2,5,1.0,0.06,0.4489,0
0.0,40.05,14.0,0.49,3.44,0.368,0.776,5.5,2,5,4,1.0,0.06,0.1961,0
0.0,44.23,13.0,0.16,1.31,0.242,0.776,6.0,2,3,4,2.0,0.06,0.1894,0
14.67,44.0,43.0,0.94,0.36,0.186,0.661,4.0,3,5,6,5.0,0.06,0.2094,0
22.22,99.99,33.0,0.59,1.6,0.436,0.822,5.0,2,5,10,2.0,0.06,0.335,0
5.53,60.84,98.0,1.09,2.69,0.243,0.681,8.5,9,5,5,1.0,0.06,0.268,0
0.0,45.76,6.0,0.37,0.29,0.225,0.688,5.0,5,5,5,3.0,0.013,0.2177,0
12.07,84.46,26.0,0.33,0.4,0.284,0.412,6.5,8,6,7,1.0,0.06,0.3469,0
8.89,88.89,36.0,0.66,0.72,0.328,0.58,4.5,5,6,3,1.0,0.1,0.3034,0
0.0,0.0,19.0,0.52,3.53,0.375,0.731,2.5,3,4,5,13.0,0.06,0.1498,0
0.0,0.0,2.0,0.12,1.66,0.152,0.619,6.0,5,2,5,1.0,0.06,0.1625,0
22.67,90.67,30.0,0.68,0.78,0.383,0.471,6.0,7,6,4,1.0,0.1,0.3798,0
0.0,0.0,0.0,0.82,1.04,-0.035,0.619,6.0,9,4,5,1.0,0.06,0.1949,0
22.67,68.0,6.0,0.26,6.0,0.279,0.632,5.0,4,2,6,1.0,0.06,0.3541,1
5.8,46.4,52.0,2.62,0.15,0.269,0.674,6.5,5,3,3,1.0,0.1,0.2076,0
38.42,50.41,36.0,0.37,8.09,0.191,0.523,5.0,3,5,2,2.0,0.06,0.3494,1
23.76,95.04,34.0,0.42,1.34,0.387,0.758,2.5,7,7,6,1.0,0.06,0.3954,0
0.0,38.26,1137.0,2.0,2.51,0.402,0.729,4.5,7,6,1,1.0,0.06,0.1515,0
22.67,68.0,13.0,0.88,0.86,0.297,0.771,4.5,6,1,6,1.0,0.1,0.3301,0
0.0,22.05,394.0,0.12,11.99,0.091,0.693,4.0,1,7,10,1.0,0.1,0.1353,0
0.0,59.0,10.0,0.26,0.63,0.321,0.808,3.0,9,6,3,2.0,0.1,0.2862,0
48.6,48.6,137.0,0.33,7.1,0.277,0.427,6.0,7,2,4,2.0,0.06,0.3531,0
6.35,44.43,30.0,0.71,1.98,0.187,0.416,6.0,4,4,5,1.0,0.06,0.219,0
0.0,38.27,36.0,2.21,0.05,0.34,0.742,5.5,7,7,6,1.0,0.06,0.2094,0
8.04,80.37,1.0,1.16,5.53,0.116,0.452,6.5,8,6,5,1.0,0.06,0.3907,0
7.18,57.48,1.0,0.12,7.56,0.126,0.133,3.5,2,5,8,6.0,0.013,0.2792,0
10.21,51.07,319.0,0.12,2.0,0.109,0.236,5.5,3,5,10,1.0,0.1,0.1509,0
9.79,88.15,6.0,0.62,2.51,0.296,0.236,4.5,7,5,4,2.0,0.013,0.3672,1
12.79,89.52,25.0,0.0,2.14,0.421,0.771,5.5,7,10,8,1.0,0.013,0.3628,0
47.78,47.78,13.0,0.59,1.06,0.23,0.525,6.0,5,5,3,1.0,0.06,0.3512,0
10.35,72.42,39.0,1.3,1.4,0.298,0.53,6.0,3,5,5,1.0,0.06,0.256,0
10.37,82.94,7.0,0.37,2.51,0.337,0.604,3.5,5,5,6,1.0,0.06,0.33,0
0.0,26.87,114.0,1.25,3.75,0.22,0.632,6.5,3,4,5,1.0,0.06,0.1466,0
8.58,77.26,13.0,1.07,6.34,0.279,0.559,8.0,4,3,4,1.0,0.06,0.3296,0
27.77,111.09,7.0,0.26,2.29,0.271,0.703,5.0,3,4,6,1.0,0.06,0.4153,1
12.4,86.77,24.0,0.0,4.52,0.255,0.238,6.0,6,4,9,1.0,0.06,0.3645,0
0.0,0.0,319.0,0.0,3.89,0.155,0.297,3.5,6,7,3,1.0,0.06,0.1106,0
0.0,17.05,10.0,0.46,1.61,0.089,0.043,4.0,4,2,7,1.0,0.06,0.1727,1
0.0,34.64,1339.0,2.75,2.74,0.164,0.062,3.5,6,3,2,5.0,0.06,0.141,0
9.66,86.97,7.0,0.37,1.94,0.25,0.37,4.0,3,2,10,1.0,0.06,0.3052,1
12.51,75.06,12.0,0.62,0.67,0.424,0.833,4.5,1,6,6,4.0,0.06,0.2532,0
10.73,53.63,19.0,0.12,2.45,0.347,0.679,4.0,2,2,10,1.0,0.06,0.2323,0
11.0,99.01,14.0,0.59,2.39,0.237,0.514,7.5,7,6,7,1.0,0.06,0.388,0
20.65,20.65,12.0,0.91,2.67,0.216,0.533,5.0,7,3,2,1.0,0.1,0.2609,0
0.0,51.53,364.0,2.79,3.14,0.292,0.837,8.0,6,4,6,1.0,0.013,0.1634,0
15.79,47.38,27.0,0.26,0.86,0.146,0.464,5.5,7,5,6,1.0,0.06,0.2741,0
24.27,97.07,19.0,0.12,1.44,0.452,0.842,4.0,10,5,3,1.0,0.013,0.4576,0
9.63,38.53,49.0,2.06,1.97,0.107,0.459,2.0,10,8,9,1.0,0.06,0.2729,0
34.33,34.33,22.0,0.26,1.04,0.221,0.484,6.0,6,7,5,8.0,0.06,0.2919,0
40.64,62.62,22.0,1.05,1.51,0.261,0.498,3.0,6,1,2,1.0,0.06,0.373,0
12.71,88.98,19.0,0.26,1.04,0.454,0.849,6.5,7,5,4,1.0,0.06,0.3554,0
14.44,43.2,13.0,1.42,3.39,0.407,0.798,8.0,5,7,6,1.0,0.06,0.2674,0
9.98,59.87,48.0,0.42,0.96,0.313,0.417,2.5,8,6,4,1.0,0.06,0.2822,0
14.38,43.13,1012.0,2.39,5.06,0.384,0.464,4.5,8,2,3,1.0,0.1,0.2103,0
16.37,49.12,12.0,0.84,3.3,0.25,0.546,3.0,2,7,4,4.0,0.06,0.2484,1
5.07,40.56,55.0,0.91,0.99,0.22,0.566,4.5,5,5,6,1.0,0.06,0.2011,0
11.4,91.22,58.0,0.59,2.76,0.263,0.744,4.0,4,7,5,1.0,0.06,0.3057,0
6.57,52.52,43.0,0.12,7.84,0.228,0.544,4.5,6,4,4,3.0,0.06,0.2937,0
11.07,88.57,22.0,0.26,4.68,0.204,0.568,6.0,3,4,4,4.0,0.06,0.3264,0
0.0,56.93,21.0,0.74,12.39,0.263,0.496,8.0,4,6,2,1.0,0.1,0.3109,0
0.0,33.16,25.0,0.49,1.38,0.462,0.815,4.0,4,6,6,3.0,0.06,0.1869,0
14.33,57.3,2.0,0.35,0.56,0.189,0.619,5.5,2,4,4,1.0,0.06,0.2427,1
45.91,45.91,14.0,0.59,0.37,0.245,0.299,6.0,8,3,5,1.0,0.06,0.376,0
54.38,66.83,20.0,0.98,0.68,0.17,0.325,5.0,6,6,7,1.0,0.06,0.4197,0
0.0,10.66,319.0,2.39,1.07,0.17,0.273,5.0,6,8,3,1.0,0.013,0.1093,0
12.51,75.06,9.0,0.35,0.56,0.373,0.788,6.0,5,4,5,1.0,0.06,0.3021,0
9.54,28.63,6.0,0.12,6.38,0.371,0.584,5.5,10,6,2,1.0,0.06,0.3168,0
0.0,30.66,936.0,4.67,3.97,0.404,0.778,5.0,8,2,5,1.0,0.06,0.1578,0
18.8,75.22,6.0,0.23,7.61,0.103,0.619,8.5,3,6,1,2.0,0.1,0.3587,1
37.47,37.47,29.0,0.33,1.78,0.142,0.273,8.0,10,4,5,1.0,0.013,0.362,0
12.22,85.57,182.0,0.93,1.75,0.335,0.817,4.5,3,3,7,4.0,0.06,0.2084,0
35.36,35.36,110.0,1.68,4.53,0.228,0.751,5.0,7,3,7,1.0,0.013,0.2835,0
48.44,48.44,145.0,0.35,0.9,0.305,0.682,6.5,5,4,4,1.0,0.06,0.2687,0
37.19,37.19,15.0,0.16,1.31,0.181,0.144,5.5,8,4,4,6.0,0.06,0.3386,0
20.03,90.14,30.0,0.0,6.52,0.429,0.822,3.0,9,5,8,1.0,0.06,0.4549,0
0.0,46.0,12.0,0.23,3.51,0.228,0.696,6.5,10,4,4,1.0,0.06,0.296,0
10.79,21.57,324.0,0.0,3.8,0.116,0.234,4.0,3,2,5,1.0,0.06,0.1275,0
0.0,0.0,11.0,0.42,0.38,0.368,0.635,4.5,3,5,5,1.0,0.06,0.1373,0
0.0,0.0,45.0,1.44,8.15,0.136,0.192,7.5,7,8,10,4.0,0.06,0.1996,0
9.39,65.74,61.0,1.8,1.33,0.27,0.392,5.5,2,8,7,1.0,0.1,0.2191,0
4.98,49.78,7.0,0.16,1.09,0.127,0.4,6.0,7,2,8,8.0,0.06,0.2638,0
12.72,89.02,18.0,0.46,0.05,0.286,0.498,4.0,2,3,6,1.0,0.06,0.2826,1
0.0,0.0,8.0,1.28,2.46,0.156,0.49,6.0,4,3,5,1.0,0.06,0.1564,1
18.0,72.01,0.0,0.12,1.04,-0.025,0.619,3.5,3,6,5,1.0,0.06,0.296,0
16.27,65.09,6.0,0.12,2.94,0.381,0.847,4.5,3,7,8,1.0,0.06,0.2899,0
20.71,93.18,10.0,0.26,2.19,0.427,0.792,4.5,3,2,4,1.0,0.06,0.3506,0
13.62,95.37,25.0,1.0,2.13,0.275,0.37,3.5,3,6,7,1.0,0.06,0.3234,0
31.08,62.16,5.0,0.37,0.29,0.282,0.797,7.0,5,4,8,1.0,0.06,0.3299,0
5.16,36.1,137.0,1.52,0.25,0.202,0.452,6.5,5,3,3,1.0,0.06,0.1551,0
6.32,56.92,17.0,0.35,3.7,0.215,0.584,3.0,5,5,1,1.0,0.06,0.2714,0
16.4,43.09,13.0,1.25,2.54,0.392,0.739,4.5,5,4,8,3.0,0.1,0.2657,0
14.95,36.18,39.0,1.07,0.6,0.456,0.807,3.5,4,6,5,1.0,0.06,0.2115,0
0.0,12.83,5.0,0.42,1.86,0.249,0.585,2.0,6,10,7,1.0,0.06,0.1883,0
42.22,70.37,275.0,5.8,0.48,0.215,0.279,5.0,2,6,4,2.0,0.06,0.2242,0
8.48,50.88,71.0,1.4,5.98,0.292,0.366,3.5,4,1,1,1.0,0.06,0.2412,0
21.36,85.43,7.0,0.26,5.15,0.1,0.159,5.0,6,1,4,1.0,0.013,0.4079,0
32.54,45.11,9.0,0.37,0.51,-0.133,-0.04,5.0,5,3,2,1.0,0.06,0.2991,1
10.8,21.6,327.0,1.83,1.93,0.324,0.595,5.0,6,1,8,1.0,0.06,0.1398,0
9.39,37.55,319.0,0.0,4.67,0.011,0.013,6.0,4,4,4,2.0,0.06,0.1548,0
43.61,43.61,0.0,0.35,0.74,0.017,0.619,5.5,2,6,9,1.0,0.06,0.2969,0
0.0,68.07,16.0,1.82,0.19,0.217,0.416,4.0,3,5,5,1.0,0.06,0.227,0
0.0,0.0,36.0,0.88,0.59,0.188,0.635,3.5,5,7,8,2.0,0.06,0.1438,0
9.89,39.57,69.0,2.05,0.58,0.218,0.708,6.0,5,5,4,1.0,0.06,0.2006,0
0.0,0.0,56.0,0.58,0.05,0.407,0.672,2.5,6,10,5,1.0,0.06,0.1411,0
12.87,102.95,55.0,0.42,3.18,0.278,0.268,5.0,8,4,6,1.0,0.013,0.3952,0
13.91,55.62,28.0,0.12,6.32,0.162,0.457,5.5,8,5,6,1.0,0.06,0.3438,0
35.54,35.54,11.0,0.49,2.56,0.243,0.696,5.0,7,5,5,3.0,0.06,0.3307,0
43.14,43.14,34.0,0.94,5.51,0.275,0.778,5.0,4,6,4,1.0,0.013,0.3399,0
7.35,51.45,29.0,1.1,11.14,0.313,0.718,8.0,2,5,10,1.0,0.06,0.2803,0
43.52,43.52,11.0,0.26,0.63,0.171,0.425,5.5,3,3,2,1.0,0.06,0.3013,0
20.27,40.55,8.0,0.48,3.04,0.176,0.333,4.5,4,3,5,1.0,0.06,0.2663,1
9.66,86.97,9.0,0.12,1.44,0.276,0.38,9.0,5,6,5,1.0,0.06,0.3254,1
0.0,0.0,1051.0,5.49,1.26,0.317,0.739,4.0,5,9,5,1.0,0.06,0.0954,0
9.98,19.95,319.0,0.0,5.06,-0.001,0.1,5.0,5,5,7,3.0,0.06,0.1445,0
16.63,83.17,18.0,0.16,1.31,0.234,0.215,5.5,6,5,10,1.0,0.06,0.3444,0
40.99,52.31,67.0,1.73,0.93,0.238,0.324,5.5,8,3,6,1.0,0.1,0.3432,0
6.16,61.62,20.0,0.71,0.44,0.208,0.499,5.5,5,4,6,1.0,0.013,0.2525,0
24.7,49.4,41.0,0.62,2.26,0.421,0.779,8.5,4,4,6,1.0,0.1,0.2685,0
0.0,0.0,90.0,1.95,4.8,0.424,0.622,3.5,6,4,3,1.0,0.1,0.1521,0
28.49,56.99,7.0,0.68,1.58,0.218,0.358,5.5,3,9,5,1.0,0.06,0.2961,0
9.98,34.92,46.0,2.46,2.66,0.221,0.575,7.0,10,5,2,1.0,0.1,0.2744,0
8.25,74.27,24.0,0.37,0.69,0.299,0.704,9.0,6,5,5,1.0,0.06,0.2929,0
0.0,42.14,22.0,0.52,0.85,0.181,0.791,2.5,4,5,3,2.0,0.06,0.198,0
0.0,0.0,14.0,0.37,5.84,0.331,0.462,5.5,7,2,4,1.0,0.06,0.1997,0
0.0,0.0,9.0,0.33,1.09,0.174,0.285,5.0,7,5,6,1.0,0.06,0.1732,0
6.57,52.52,59.0,0.68,0.48,0.228,0.58,5.5,5,4,2,1.0,0.06,0.2175,0
0.0,0.0,12.0,1.74,0.78,0.399,0.698,4.0,5,8,9,1.0,0.06,0.1538,0
6.41,57.69,37.0,0.59,0.03,0.267,0.671,7.0,5,7,8,1.0,0.06,0.234,0
41.68,41.68,8.0,0.12,5.95,0.175,0.411,4.0,2,4,6,1.0,0.06,0.3271,1
9.02,40.58,88.0,1.49,0.87,0.265,0.718,3.0,7,5,2,1.0,0.013,0.2125,0
0.0,80.53,0.0,0.0,1.04,0.046,0.717,5.5,6,4,5,1.0,0.06,0.3001,0
22.13,77.45,12.0,0.35,4.48,0.221,0.653,4.5,4,7,4,1.0,0.06,0.3546,0
47.31,62.2,17.0,1.35,0.43,0.198,0.46,6.5,3,4,6,1.0,0.06,0.3447,0
0.0,0.0,80.0,0.52,0.34,0.415,0.571,5.0,6,4,2,1.0,0.06,0.134,0
12.53,62.66,24.0,0.33,0.8,0.297,0.695,4.5,2,5,4,1.0,0.06,0.2372,0
0.0,0.0,3.0,0.42,0.15,0.265,0.44,7.5,8,4,4,1.0,0.06,0.179,1
22.13,77.45,6.0,0.12,6.19,0.144,0.428,2.5,10,3,6,1.0,0.06,0.462,0
21.39,85.55,19.0,0.59,0.5,0.264,0.565,8.0,4,5,1,1.0,0.06,0.3289,0
11.07,88.57,22.0,0.35,2.04,0.244,0.626,8.0,5,5,5,5.0,0.06,0.3296,0
0.0,35.48,1215.0,5.65,3.29,0.419,0.7,4.5,3,2,10,1.0,0.06,0.1238,0
22.13,77.45,16.0,0.35,0.34,0.164,0.652,7.0,3,5,5,3.0,0.06,0.3023,0
36.01,84.03,35.0,0.88,4.63,0.282,0.638,4.0,4,6,6,5.0,0.06,0.3976,0
0.0,35.32,439.0,18.34,2.04,0.327,0.685,5.0,9,6,5,1.0,0.06,0.1613,0
0.0,0.0,6.0,0.12,7.25,0.2,0.259,5.5,7,2,8,1.0,0.06,0.2128,0
35.54,35.54,10.0,0.16,6.13,0.027,0.028,1.5,6,5,6,1.0,0.06,0.35,1
25.51,25.51,209.0,1.81,3.27,0.439,0.857,6.5,7,4,1,1.0,0.06,0.1868,0
0.0,35.92,8.0,0.0,4.02,-0.054,0.077,4.0,5,2,4,1.0,0.06,0.2265,1
17.8,28.89,163.0,5.78,2.63,0.304,0.85,3.0,9,3,5,1.0,0.06,0.208,0
37.47,37.47,27.0,1.14,0.07,0.315,0.577,6.5,8,3,4,2.0,0.06,0.3211,0
31.61,52.68,273.0,2.91,2.28,0.199,0.573,7.0,5,5,8,1.0,0.06,0.2149,0
0.0,42.96,3.0,0.42,2.23,0.091,0.259,5.0,2,6,8,1.0,0.06,0.198,1
10.85,75.92,20.0,0.48,0.71,0.359,0.714,6.0,4,3,2,3.0,0.1,0.2812,0
10.35,72.42,37.0,0.12,5.62,0.243,0.56,7.0,6,6,5,1.0,0.1,0.3291,0
30.28,75.69,7.0,0.12,6.62,0.236,0.178,4.0,10,7,3,1.0,0.06,0.4885,0
6.53,45.69,13.0,0.26,6.48,0.151,0.436,3.5,4,4,4,3.0,0.06,0.2638,0
10.52,105.16,6.0,0.16,2.54,0.234,0.374,5.5,3,1,4,4.0,0.1,0.351,1
7.27,58.19,67.0,2.22,2.71,0.243,0.828,4.0,4,7,4,2.0,0.06,0.2292,0
18.09,72.36,15.0,0.52,0.34,0.182,0.554,5.0,10,6,3,1.0,0.06,0.3741,0
0.0,25.01,25.0,0.33,2.15,0.445,0.807,5.0,3,4,7,4.0,0.06,0.1714,0
8.72,87.18,32.0,0.52,0.35,0.247,0.7,4.0,5,6,6,1.0,0.06,0.299,0
0.0,49.02,11.0,0.46,0.74,0.292,0.357,5.0,10,4,3,1.0,0.06,0.2797,0
0.0,53.49,14.0,0.26,3.05,0.271,0.748,5.5,4,5,7,2.0,0.06,0.2349,0
0.0,82.65,59.0,4.96,5.1,0.147,0.631,3.0,2,6,4,1.0,0.06,0.2532,0
36.11,36.11,22.0,0.26,11.13,0.354,0.658,4.0,5,2,5,1.0,0.06,0.377,0
0.0,68.93,24.0,0.12,1.44,0.331,0.745,5.5,2,6,5,1.0,0.06,0.2225,0
8.09,32.37,319.0,0.0,7.48,0.041,0.175,5.5,6,5,9,1.0,0.06,0.1779,0
14.67,44.0,19.0,0.16,2.84,0.156,0.712,3.5,6,4,7,1.0,0.06,0.2735,0
6.32,56.92,27.0,0.26,1.19,0.203,0.427,6.5,3,3,7,2.0,0.06,0.2248,1
0.0,0.0,9.0,0.37,6.84,0.204,0.656,6.0,7,6,8,1.0,0.06,0.2086,0
0.0,0.0,14.0,0.12,1.44,0.173,0.33,3.5,4,7,4,1.0,0.06,0.1488,0
7.98,79.8,10.0,0.81,0.59,0.243,0.665,8.5,5,5,9,1.0,0.06,0.2983,0
9.38,56.26,37.0,0.48,2.27,0.227,0.4,5.5,4,3,10,4.0,0.06,0.2442,0
0.0,78.2,12.0,1.04,3.02,0.175,0.299,4.5,7,4,3,3.0,0.013,0.3175,0
0.0,0.0,5.0,0.12,1.66,0.095,0.619,4.0,6,5,6,1.0,0.06,0.1696,1
0.0,13.94,13.0,0.62,1.5,0.441,0.84,7.0,6,7,8,3.0,0.06,0.1841,0
27.55,27.55,1.0,0.42,0.72,0.002,0.619,8.0,10,5,4,2.0,0.06,0.3209,1
0.0,69.03,1354.0,4.76,0.22,0.286,0.818,6.5,5,7,10,5.0,0.06,0.1615,0
31.03,64.79,51.0,1.74,0.98,0.454,0.867,4.0,5,10,6,5.0,0.06,0.311,0
10.35,72.42,58.0,2.32,2.56,0.3,0.584,5.5,3,7,6,1.0,0.06,0.2539,0
0.0,0.0,639.0,4.07,0.69,0.389,0.701,4.0,4,9,5,4.0,0.06,0.0885,0
17.98,71.91,13.0,0.26,0.63,0.279,0.574,6.5,6,8,4,1.0,0.1,0.3224,0
7.44,44.64,1682.0,9.04,2.16,0.176,0.505,6.5,6,4,10,2.0,0.06,0.1628,0
0.0,35.78,16.0,0.23,3.38,0.308,0.67,5.0,4,2,7,1.0,0.06,0.2077,0
9.79,88.15,7.0,0.82,0.49,0.296,0.236,5.5,3,6,5,1.0,0.06,0.2956,1
16.27,65.09,1.0,0.62,4.29,0.288,0.642,4.5,6,8,4,1.0,0.013,0.3437,1
13.24,52.96,52.0,0.37,0.98,0.379,0.785,5.0,4,2,6,4.0,0.06,0.2304,0
0.0,0.0,13.0,0.58,0.52,0.174,0.6,6.0,5,1,5,1.0,0.06,0.1521,0
0.0,46.14,8.0,0.12,1.44,0.009,-0.12,7.0,3,6,2,1.0,0.06,0.2049,1
0.0,79.27,8.0,0.33,2.68,0.276,0.638,3.5,3,5,8,7.0,0.06,0.2695,0
8.51,59.57,86.0,2.39,0.49,0.363,0.782,2.5,4,6,5,1.0,0.06,0.2093,0
10.55,94.93,75.0,1.44,1.61,0.313,0.677,4.0,8,8,6,1.0,0.06,0.3421,0
0.0,47.04,140.0,0.42,0.71,0.212,0.417,5.5,2,4,5,1.0,0.06,0.1379,0
16.72,16.72,27.0,0.66,1.26,0.356,0.625,6.5,5,3,8,1.0,0.06,0.2056,0
36.57,36.57,145.0,1.55,0.46,0.356,0.622,6.5,5,5,2,1.0,0.013,0.2162,0
20.96,94.33,53.0,1.93,6.3,0.427,0.854,5.0,4,5,5,1.0,0.06,0.3759,0
0.0,0.0,76.0,1.81,0.91,0.315,0.751,3.5,4,3,7,1.0,0.013,0.1244,0
47.93,60.39,24.0,1.1,1.06,0.227,0.51,5.5,7,4,4,1.0,0.06,0.3997,0
0.0,0.0,134.0,4.16,0.32,0.328,0.787,5.0,8,4,5,1.0,0.06,0.1291,0
17.48,43.7,20.0,0.16,9.29,0.181,0.33,3.5,6,1,2,1.0,0.013,0.3346,0
6.73,67.28,4.0,0.82,3.32,0.169,0.249,6.5,5,5,8,1.0,0.06,0.297,1
0.0,46.44,38.0,1.3,5.05,0.317,0.709,3.0,8,4,4,1.0,0.06,0.2692,0
0.0,20.68,48.0,0.85,0.36,0.35,0.758,2.0,7,4,3,1.0,0.06,0.18,0
4.06,28.39,40.0,4.46,1.43,0.261,0.805,9.0,7,4,2,1.0,0.06,0.2102,0
8.34,75.03,5.0,0.0,8.0,0.241,-0.066,5.0,5,4,5,1.0,0.06,0.3581,0
19.43,77.7,9.0,0.0,4.12,0.155,0.124,7.0,6,4,6,1.0,0.1,0.3733,0
0.0,99.31,35.0,0.62,0.16,0.253,0.774,4.5,4,6,6,1.0,0.1,0.2826,0
11.76,82.3,16.0,0.74,4.11,0.257,0.312,5.5,4,6,6,1.0,0.06,0.3277,0
26.01,69.35,116.0,1.85,2.03,0.317,0.541,5.5,3,7,2,1.0,0.06,0.2511,0
